Crop,Season,State,Soil_Type,Area,Cost_per_Hectare
Black Gram,Annual,Tamil Nadu,Clay,1.86,21961
Beans,Kharif,Karnataka,Red,1.79,26438
Cotton,Kharif,Andhra Pradesh,Laterite,2.23,46421
Horse Gram,Rabi,Karnataka,Loamy,0.69,23008
Wheat,Annual,Karnataka,Sandy,2.51,32837
Rice,Rabi,Karnataka,Red,0.85,29556
Sunflower,Annual,Telangana,Sandy,1.55,36291
Lentil,Annual,Odisha,Laterite,2.7,24869
Cabbage,Rabi,Rajasthan,Red,1.9,48125
Groundnut,Annual,Karnataka,Laterite,1.45,38880
Ragi,Annual,Andhra Pradesh,Loamy,0.62,28042
Mustard,Annual,Odisha,Alluvial,2.18,28153
Mustard,Kharif,Odisha,Black,2.97,28382
Horse Gram,Rabi,Karnataka,Clay,2.78,20926
Garlic,Kharif,Madhya Pradesh,Red,2.29,51917
Maize,Rabi,Karnataka,Black,0.76,25227
Jowar,Rabi,Madhya Pradesh,Alluvial,1.1,25161
Rice,Annual,Karnataka,Red,0.97,28905
Cabbage,Rabi,Andhra Pradesh,Black,1.39,46686
Cabbage,Kharif,Madhya Pradesh,Black,1.09,47568
Jowar,Kharif,Telangana,Red,1.11,26085
Black Gram,Kharif,Odisha,Black,2.04,23815
Groundnut,Rabi,Karnataka,Black,1.3,36307
Lentil,Kharif,Odisha,Red,2.19,25036
Sunflower,Rabi,Karnataka,Clay,2.87,35002
Rice,Kharif,Rajasthan,Black,2.1,26277
Peas,Kharif,Rajasthan,Black,2.38,30214
Cabbage,Rabi,Maharashtra,Clay,2.38,50594
Ragi,Kharif,Karnataka,Sandy,1.33,26720
Brinjal,Annual,Maharashtra,Loamy,0.54,47275
Cabbage,Rabi,Tamil Nadu,Sandy,0.64,45989
Bajra,Rabi,Tamil Nadu,Alluvial,1.21,23974
Lentil,Rabi,Odisha,Sandy,2.22,27018
Sunflower,Annual,Madhya Pradesh,Sandy,2.77,34709
Tomato,Rabi,Karnataka,Alluvial,2.9,49147
Peas,Kharif,Punjab,Black,0.56,30640
Banana,Kharif,Karnataka,Black,2.98,119661
Sugarcane,Kharif,Karnataka,Sandy,1.31,91951
Ragi,Rabi,Punjab,Alluvial,2.61,25411
Horse Gram,Kharif,Tamil Nadu,Black,0.95,21825
Rice,Rabi,Maharashtra,Laterite,0.66,26684
Jowar,Kharif,Odisha,Red,1.45,23580
Banana,Annual,Tamil Nadu,Red,2.65,114110
Sunflower,Annual,Punjab,Loamy,1.05,35517
Maize,Annual,Karnataka,Red,0.88,27096
Ragi,Annual,Tamil Nadu,Sandy,2.77,24944
Brinjal,Rabi,Andhra Pradesh,Red,2.85,51302
Garlic,Kharif,Rajasthan,Red,0.53,50571
Brinjal,Annual,Karnataka,Laterite,2.32,44829
Garlic,Rabi,Uttar Pradesh,Black,1.27,49148
Turmeric,Annual,Punjab,Laterite,1.44,86412
Paddy,Annual,Telangana,Sandy,1.67,27446
Wheat,Rabi,Madhya Pradesh,Red,1.57,29700
Sesame,Rabi,Telangana,Clay,1.79,25023
Sugarcane,Kharif,Tamil Nadu,Black,1.96,97636
Tomato,Kharif,Karnataka,Loamy,1.66,52145
Tobacco,Annual,Madhya Pradesh,Loamy,2.25,60755
Garlic,Annual,Madhya Pradesh,Red,2.3,54699
Cabbage,Kharif,Odisha,Red,1.6,44093
Paddy,Kharif,Telangana,Loamy,0.86,26763
Black Gram,Rabi,Karnataka,Loamy,2.1,25255
Groundnut,Kharif,Odisha,Clay,2.43,38728
Mustard,Kharif,Maharashtra,Sandy,2.1,30661
Groundnut,Annual,Telangana,Red,1.97,35685
Rice,Kharif,Rajasthan,Loamy,1.07,25932
Cabbage,Annual,Rajasthan,Clay,2.11,44805
Tobacco,Kharif,Odisha,Alluvial,1.34,57802
Horse Gram,Rabi,Maharashtra,Loamy,2.8,20780
Paddy,Kharif,Andhra Pradesh,Black,2.13,28474
Lentil,Kharif,Andhra Pradesh,Black,1.2,25855
Horse Gram,Kharif,Rajasthan,Alluvial,1.68,20426
Wheat,Annual,Uttar Pradesh,Sandy,2.62,29981
Lentil,Rabi,Punjab,Red,1.34,25156
Jowar,Kharif,Punjab,Red,1.81,22991
Black Gram,Annual,Uttar Pradesh,Loamy,2.2,22310
Maize,Rabi,Odisha,Black,2.39,25604
Rice,Annual,Punjab,Sandy,0.93,27389
Banana,Annual,Punjab,Sandy,1.91,126867
Sugarcane,Rabi,Telangana,Sandy,2.78,92140
Sesame,Kharif,Telangana,Loamy,2.92,25456
Turmeric,Annual,Uttar Pradesh,Red,2.14,88417
Mustard,Annual,Karnataka,Sandy,2.96,30383
Maize,Kharif,Maharashtra,Loamy,1.93,24870
Ragi,Kharif,Odisha,Loamy,1.61,25910
Cabbage,Rabi,Telangana,Alluvial,1.88,48254
Cabbage,Rabi,Telangana,Laterite,0.79,50451
Chillies,Rabi,Andhra Pradesh,Sandy,1.5,60102
Sesame,Kharif,Maharashtra,Laterite,1.65,24224
Sugarcane,Annual,Andhra Pradesh,Red,2.62,99027
Sugarcane,Annual,Karnataka,Loamy,2.4,102944
Cotton,Rabi,Maharashtra,Clay,2.0,48359
Beans,Kharif,Punjab,Sandy,1.37,26569
Soybean,Annual,Andhra Pradesh,Clay,0.97,31653
Maize,Rabi,Rajasthan,Black,1.37,25234
Tobacco,Annual,Odisha,Red,2.2,58322
Chillies,Annual,Punjab,Alluvial,1.16,58213
Ragi,Kharif,Maharashtra,Alluvial,1.57,27934
Sesame,Kharif,Rajasthan,Laterite,1.47,25902
Carrot,Annual,Karnataka,Loamy,2.41,30399
Tomato,Rabi,Rajasthan,Laterite,2.71,51840
Chillies,Kharif,Telangana,Black,2.25,54635
Brinjal,Annual,Uttar Pradesh,Black,1.35,49468
Green Gram,Kharif,Rajasthan,Alluvial,1.58,23097
Mustard,Kharif,Madhya Pradesh,Clay,0.86,28735
Beans,Kharif,Karnataka,Sandy,0.92,25614
Brinjal,Annual,Punjab,Alluvial,0.91,45382
Bajra,Rabi,Andhra Pradesh,Alluvial,0.83,21066
Garlic,Rabi,Tamil Nadu,Clay,0.95,53938
Cabbage,Rabi,Karnataka,Clay,1.01,44043
Green Gram,Kharif,Madhya Pradesh,Black,0.78,21192
Black Gram,Annual,Telangana,Clay,2.1,22674
Horse Gram,Kharif,Andhra Pradesh,Laterite,2.98,23287
Green Gram,Rabi,Odisha,Black,2.7,21998
Garlic,Rabi,Tamil Nadu,Clay,0.61,48938
Soybean,Annual,Rajasthan,Loamy,1.56,33834
Sunflower,Kharif,Madhya Pradesh,Black,2.65,33927
Maize,Rabi,Rajasthan,Black,0.84,26000
Onion,Annual,Odisha,Alluvial,2.62,50920
Peas,Kharif,Karnataka,Sandy,1.98,28644
Groundnut,Kharif,Uttar Pradesh,Alluvial,2.83,40127
Soybean,Rabi,Madhya Pradesh,Red,2.69,33094
Tomato,Rabi,Maharashtra,Black,2.19,50503
Tomato,Kharif,Punjab,Clay,2.14,48495
Turmeric,Kharif,Maharashtra,Clay,1.03,88171
Garlic,Rabi,Uttar Pradesh,Clay,0.79,51795
Wheat,Kharif,Odisha,Black,1.54,30173
Carrot,Rabi,Maharashtra,Clay,0.97,30409
Carrot,Kharif,Telangana,Red,0.76,31627
Lentil,Rabi,Madhya Pradesh,Black,1.26,26673
Onion,Annual,Telangana,Clay,2.65,52362
Maize,Rabi,Tamil Nadu,Black,0.54,27287
Cabbage,Rabi,Uttar Pradesh,Loamy,1.23,47192
Sugarcane,Annual,Tamil Nadu,Black,1.56,93822
Turmeric,Kharif,Tamil Nadu,Red,1.78,86176
Cotton,Annual,Tamil Nadu,Alluvial,0.95,49380
Black Gram,Rabi,Karnataka,Black,2.91,23492
Tobacco,Kharif,Karnataka,Sandy,1.95,55536
Mustard,Annual,Uttar Pradesh,Red,1.81,27999
Wheat,Kharif,Andhra Pradesh,Laterite,0.52,30702
Soybean,Kharif,Maharashtra,Loamy,1.71,33133
Cotton,Annual,Karnataka,Red,2.59,49140
Maize,Kharif,Rajasthan,Alluvial,1.05,25866
Green Gram,Annual,Telangana,Clay,1.38,21907
Sugarcane,Rabi,Karnataka,Clay,0.55,97106
Peas,Kharif,Odisha,Red,2.94,31545
Cotton,Rabi,Tamil Nadu,Laterite,0.67,45578
Carrot,Rabi,Karnataka,Clay,2.75,30488
Chillies,Kharif,Uttar Pradesh,Loamy,1.28,53595
Cabbage,Annual,Telangana,Sandy,1.97,46853
Tobacco,Kharif,Telangana,Laterite,2.2,60995
Mustard,Rabi,Andhra Pradesh,Red,0.85,28817
Tomato,Rabi,Punjab,Laterite,1.61,50317
Tobacco,Annual,Punjab,Clay,1.31,59305
Bajra,Kharif,Maharashtra,Clay,0.64,22386
Peas,Rabi,Rajasthan,Red,2.58,28383
Cotton,Rabi,Madhya Pradesh,Clay,0.61,48971
Bajra,Rabi,Uttar Pradesh,Clay,2.13,22765
Sunflower,Annual,Odisha,Sandy,1.29,36018
Maize,Rabi,Karnataka,Sandy,0.98,27180
Chillies,Rabi,Uttar Pradesh,Alluvial,2.17,60483
Onion,Kharif,Rajasthan,Sandy,1.94,48885
Peas,Kharif,Punjab,Black,1.29,29398
Tobacco,Rabi,Uttar Pradesh,Laterite,1.78,57229
Groundnut,Rabi,Karnataka,Laterite,1.12,37157
Mustard,Kharif,Andhra Pradesh,Red,2.66,28749
Onion,Annual,Maharashtra,Sandy,1.28,52660
Green Gram,Annual,Andhra Pradesh,Alluvial,1.11,23773
Carrot,Annual,Punjab,Clay,2.38,30922
Tobacco,Annual,Tamil Nadu,Alluvial,0.54,56759
Jowar,Annual,Punjab,Alluvial,1.17,23172
Beans,Annual,Maharashtra,Loamy,1.44,28120
Carrot,Annual,Karnataka,Clay,2.71,31178
Garlic,Annual,Rajasthan,Black,2.88,51794
Maize,Kharif,Madhya Pradesh,Sandy,2.29,28211
Jowar,Annual,Andhra Pradesh,Clay,1.73,24269
Tomato,Annual,Punjab,Alluvial,2.1,52480
Turmeric,Annual,Rajasthan,Clay,1.54,83192
Rice,Rabi,Andhra Pradesh,Black,1.25,28488
Horse Gram,Kharif,Punjab,Laterite,2.88,21815
Tobacco,Kharif,Maharashtra,Red,0.79,57508
Wheat,Kharif,Andhra Pradesh,Sandy,1.37,34056
Horse Gram,Annual,Punjab,Sandy,2.75,22399
Carrot,Annual,Karnataka,Loamy,2.31,31158
Lentil,Rabi,Maharashtra,Laterite,0.57,24716
Tobacco,Kharif,Rajasthan,Sandy,0.56,54490
Turmeric,Annual,Rajasthan,Loamy,1.79,86590
Sunflower,Kharif,Madhya Pradesh,Loamy,1.71,34198
Turmeric,Rabi,Uttar Pradesh,Loamy,1.61,88001
Wheat,Rabi,Tamil Nadu,Sandy,1.26,31141
Green Gram,Rabi,Karnataka,Sandy,2.97,22131
Bajra,Kharif,Maharashtra,Sandy,1.18,23471
Groundnut,Annual,Andhra Pradesh,Black,1.73,37866
Sunflower,Annual,Rajasthan,Loamy,1.51,36812
Ragi,Rabi,Karnataka,Black,0.93,26482
Tomato,Annual,Maharashtra,Red,1.01,48318
Maize,Rabi,Maharashtra,Sandy,2.8,26916
Cabbage,Kharif,Andhra Pradesh,Clay,2.65,43727
Banana,Rabi,Maharashtra,Laterite,1.0,119623
Brinjal,Kharif,Odisha,Alluvial,2.69,46116
Tomato,Rabi,Karnataka,Red,1.02,51358
Tomato,Annual,Punjab,Clay,2.07,47549
Sugarcane,Annual,Rajasthan,Alluvial,0.7,94383
Brinjal,Rabi,Rajasthan,Alluvial,2.7,46985
Rice,Annual,Punjab,Sandy,0.63,25663
Carrot,Annual,Karnataka,Laterite,1.89,29667
Wheat,Annual,Tamil Nadu,Alluvial,2.45,30896
Banana,Kharif,Karnataka,Loamy,0.79,118002
Sesame,Annual,Telangana,Clay,1.51,23220
Horse Gram,Kharif,Maharashtra,Alluvial,0.6,20922
Ragi,Rabi,Uttar Pradesh,Red,2.21,27420
Sesame,Annual,Andhra Pradesh,Laterite,1.27,25259
Turmeric,Annual,Odisha,Laterite,1.9,83854
Green Gram,Annual,Uttar Pradesh,Alluvial,2.83,23899
Beans,Rabi,Punjab,Laterite,1.26,24815
Bajra,Kharif,Andhra Pradesh,Red,0.62,22038
Onion,Kharif,Andhra Pradesh,Clay,2.19,51528
Turmeric,Annual,Andhra Pradesh,Red,2.47,85627
Maize,Rabi,Rajasthan,Red,2.89,28528
Soybean,Rabi,Odisha,Loamy,0.89,34933
Carrot,Rabi,Rajasthan,Sandy,1.48,30240
Maize,Rabi,Maharashtra,Alluvial,2.61,28490
Tobacco,Rabi,Telangana,Clay,2.52,62234
Soybean,Kharif,Madhya Pradesh,Laterite,2.06,32193
Soybean,Kharif,Odisha,Red,1.17,35117
Sunflower,Kharif,Uttar Pradesh,Alluvial,1.21,32482
Green Gram,Annual,Maharashtra,Clay,0.81,23080
Rice,Rabi,Karnataka,Clay,2.8,26727
Peas,Annual,Punjab,Alluvial,0.93,28113
Lentil,Rabi,Telangana,Sandy,1.93,25915
Turmeric,Kharif,Maharashtra,Loamy,1.96,81668
Sunflower,Annual,Karnataka,Laterite,1.42,35700
Mustard,Kharif,Telangana,Loamy,1.38,29898
Peas,Rabi,Karnataka,Clay,2.17,29257
Groundnut,Rabi,Odisha,Laterite,1.47,36159
Ragi,Rabi,Karnataka,Clay,1.14,26524
Ragi,Kharif,Telangana,Red,1.5,27396
Black Gram,Rabi,Karnataka,Red,2.52,23920
Sugarcane,Kharif,Uttar Pradesh,Alluvial,2.92,98949
Chillies,Annual,Maharashtra,Laterite,2.09,56472
Chillies,Rabi,Telangana,Laterite,2.46,55452
Horse Gram,Rabi,Uttar Pradesh,Clay,1.83,21900
Beans,Rabi,Karnataka,Loamy,2.06,28559
Cotton,Annual,Karnataka,Red,2.97,47810
Maize,Rabi,Andhra Pradesh,Black,1.6,26379
Chillies,Kharif,Telangana,Alluvial,0.67,56022
Horse Gram,Kharif,Odisha,Laterite,2.89,22036
Sugarcane,Rabi,Karnataka,Sandy,2.48,99645
Chillies,Rabi,Punjab,Sandy,1.5,56094
Bajra,Annual,Rajasthan,Black,2.96,23164
Bajra,Annual,Madhya Pradesh,Red,1.36,21986
Green Gram,Annual,Rajasthan,Red,1.43,22255
Lentil,Rabi,Odisha,Red,2.02,26990
Green Gram,Annual,Maharashtra,Loamy,1.19,21985
Mustard,Annual,Tamil Nadu,Clay,2.25,31745
Peas,Kharif,Punjab,Sandy,0.88,28300
Cabbage,Annual,Tamil Nadu,Red,0.77,45367
Green Gram,Kharif,Karnataka,Sandy,1.84,22430
Banana,Kharif,Maharashtra,Black,1.89,128353
Chillies,Annual,Uttar Pradesh,Alluvial,0.77,58285
Beans,Kharif,Karnataka,Clay,2.91,25380
Paddy,Rabi,Tamil Nadu,Loamy,1.93,27594
Brinjal,Rabi,Karnataka,Laterite,0.88,48705
Horse Gram,Annual,Madhya Pradesh,Black,1.28,21376
Sunflower,Rabi,Andhra Pradesh,Clay,2.5,34453
Tobacco,Kharif,Madhya Pradesh,Sandy,1.81,58310
Green Gram,Rabi,Maharashtra,Black,0.97,22861
Cabbage,Annual,Uttar Pradesh,Laterite,0.76,45432
Sugarcane,Annual,Madhya Pradesh,Clay,1.58,92574
Tomato,Kharif,Telangana,Loamy,1.34,49479
Paddy,Annual,Uttar Pradesh,Alluvial,2.14,26944
Cotton,Rabi,Tamil Nadu,Laterite,2.81,46305
Sunflower,Annual,Madhya Pradesh,Clay,1.12,36581
Peas,Kharif,Andhra Pradesh,Loamy,2.64,28067
Black Gram,Annual,Uttar Pradesh,Sandy,2.8,22238
Peas,Rabi,Karnataka,Laterite,2.76,27898
Chillies,Kharif,Andhra Pradesh,Black,2.88,59244
Banana,Rabi,Karnataka,Red,2.61,115452
Bajra,Kharif,Madhya Pradesh,Black,1.98,24145
Carrot,Annual,Punjab,Sandy,1.52,31116
Soybean,Kharif,Punjab,Clay,1.73,31978
Onion,Kharif,Tamil Nadu,Alluvial,2.68,46259
Carrot,Annual,Andhra Pradesh,Laterite,1.25,32173
Banana,Rabi,Karnataka,Clay,0.9,124545
Mustard,Annual,Odisha,Alluvial,0.85,29698
Paddy,Kharif,Andhra Pradesh,Sandy,2.57,27906
Groundnut,Annual,Telangana,Laterite,2.4,37195
Green Gram,Kharif,Tamil Nadu,Loamy,1.74,21957
Cabbage,Annual,Rajasthan,Loamy,1.19,46640
Carrot,Annual,Rajasthan,Clay,2.19,31039
Tobacco,Rabi,Karnataka,Black,0.6,59925
Tomato,Kharif,Punjab,Clay,1.92,48724
Carrot,Rabi,Uttar Pradesh,Black,1.5,31081
Groundnut,Kharif,Telangana,Sandy,2.94,37566
Garlic,Annual,Rajasthan,Loamy,1.77,47529
Banana,Kharif,Karnataka,Laterite,1.88,122857
Tobacco,Rabi,Karnataka,Loamy,2.28,56337
Groundnut,Rabi,Madhya Pradesh,Black,1.71,35461
Soybean,Rabi,Punjab,Clay,1.06,34772
Horse Gram,Kharif,Andhra Pradesh,Sandy,1.84,21464
Paddy,Rabi,Uttar Pradesh,Loamy,2.86,28389
Sunflower,Rabi,Madhya Pradesh,Sandy,1.52,36519
Black Gram,Rabi,Rajasthan,Loamy,2.2,22425
Bajra,Annual,Uttar Pradesh,Clay,2.95,23706
Cabbage,Annual,Tamil Nadu,Alluvial,2.57,45367
Lentil,Kharif,Punjab,Clay,2.15,25958
Black Gram,Kharif,Rajasthan,Loamy,2.34,24215
Beans,Rabi,Karnataka,Black,2.84,28229
Sesame,Annual,Rajasthan,Clay,2.9,24987
Groundnut,Rabi,Odisha,Laterite,2.92,37665
Ragi,Rabi,Maharashtra,Black,2.06,26413
Black Gram,Annual,Maharashtra,Black,1.46,22547
Bajra,Annual,Rajasthan,Black,0.83,23173
Mustard,Annual,Odisha,Sandy,1.46,28362
Groundnut,Kharif,Rajasthan,Red,2.86,38242
Green Gram,Kharif,Maharashtra,Red,2.72,23037
Garlic,Rabi,Madhya Pradesh,Alluvial,1.81,54239
Brinjal,Kharif,Tamil Nadu,Black,1.84,47823
Ragi,Annual,Maharashtra,Red,1.27,27190
Chillies,Annual,Tamil Nadu,Alluvial,1.64,53632
Jowar,Kharif,Karnataka,Sandy,2.29,23362
Onion,Rabi,Tamil Nadu,Black,1.51,49378
Maize,Rabi,Madhya Pradesh,Laterite,0.97,27025
Ragi,Kharif,Odisha,Sandy,1.85,26643
Sugarcane,Rabi,Tamil Nadu,Alluvial,1.06,100875
Turmeric,Rabi,Uttar Pradesh,Sandy,2.94,81527
Sunflower,Rabi,Andhra Pradesh,Laterite,1.48,35475
Carrot,Annual,Maharashtra,Sandy,2.77,30324
Cabbage,Annual,Odisha,Alluvial,1.06,45211
Cabbage,Kharif,Telangana,Laterite,0.97,44164
Chillies,Annual,Karnataka,Laterite,2.04,58412
Groundnut,Rabi,Andhra Pradesh,Sandy,2.45,37963
Banana,Annual,Uttar Pradesh,Laterite,1.92,118287
Brinjal,Kharif,Punjab,Clay,1.07,48571
Green Gram,Annual,Madhya Pradesh,Sandy,0.59,22068
Wheat,Rabi,Rajasthan,Black,2.05,33343
Lentil,Rabi,Andhra Pradesh,Laterite,0.83,25730
Tomato,Kharif,Odisha,Sandy,1.36,46769
Peas,Annual,Odisha,Black,2.19,31835
Onion,Annual,Odisha,Laterite,0.75,46134
Black Gram,Annual,Karnataka,Black,0.82,24251
Rice,Rabi,Tamil Nadu,Loamy,0.65,27420
Paddy,Kharif,Maharashtra,Laterite,2.99,27647
Onion,Annual,Punjab,Loamy,1.47,50470
Mustard,Rabi,Rajasthan,Alluvial,2.76,28097
Chillies,Rabi,Odisha,Alluvial,1.23,59330
Beans,Rabi,Rajasthan,Sandy,2.38,25677
Maize,Annual,Telangana,Red,1.05,26109
Cabbage,Annual,Karnataka,Loamy,1.75,48065
Ragi,Annual,Odisha,Loamy,2.56,24228
Mustard,Annual,Telangana,Alluvial,2.54,29606
Maize,Annual,Punjab,Loamy,2.49,28187
Beans,Annual,Punjab,Red,2.56,27353
Bajra,Annual,Maharashtra,Black,1.03,22180
Cabbage,Annual,Uttar Pradesh,Black,1.71,48256
Onion,Annual,Maharashtra,Red,1.71,52343
Onion,Rabi,Tamil Nadu,Loamy,2.73,46952
Black Gram,Annual,Rajasthan,Loamy,1.24,23684
Ragi,Kharif,Madhya Pradesh,Loamy,2.83,25122
Bajra,Rabi,Punjab,Clay,1.63,23718
Groundnut,Annual,Madhya Pradesh,Sandy,2.17,39151
Garlic,Kharif,Karnataka,Laterite,1.17,53508
Sesame,Annual,Andhra Pradesh,Red,1.53,26194
Lentil,Kharif,Odisha,Red,2.27,24621
Beans,Kharif,Karnataka,Clay,1.78,24890
Green Gram,Kharif,Punjab,Red,2.83,21859
Lentil,Kharif,Telangana,Red,2.34,25246
Beans,Rabi,Rajasthan,Clay,1.91,27138
Tobacco,Rabi,Madhya Pradesh,Red,2.72,60970
Chillies,Kharif,Maharashtra,Loamy,2.16,55135
Peas,Annual,Andhra Pradesh,Clay,2.12,29609
Paddy,Kharif,Uttar Pradesh,Sandy,1.12,29898
Brinjal,Rabi,Karnataka,Alluvial,1.49,46238
Chillies,Annual,Uttar Pradesh,Loamy,2.21,54041
Banana,Rabi,Madhya Pradesh,Loamy,2.73,124606
Peas,Rabi,Madhya Pradesh,Laterite,1.29,29446
Mustard,Annual,Odisha,Clay,1.04,31677
Beans,Kharif,Telangana,Alluvial,1.98,26092
Peas,Kharif,Telangana,Red,0.67,30854
Groundnut,Kharif,Tamil Nadu,Alluvial,2.29,38386
Sesame,Kharif,Maharashtra,Sandy,2.26,22996
Sugarcane,Annual,Punjab,Black,1.39,91452
Rice,Annual,Punjab,Loamy,2.73,26472
Beans,Annual,Madhya Pradesh,Clay,1.76,25258
Green Gram,Rabi,Karnataka,Clay,2.11,21986
Ragi,Annual,Rajasthan,Alluvial,1.02,26439
Onion,Kharif,Punjab,Laterite,1.54,49937
Garlic,Rabi,Punjab,Sandy,2.66,51908
Brinjal,Kharif,Karnataka,Black,1.03,45479
Beans,Kharif,Maharashtra,Sandy,1.48,27040
Black Gram,Annual,Andhra Pradesh,Clay,1.3,23263
Wheat,Annual,Telangana,Red,0.88,33649
Black Gram,Kharif,Odisha,Black,1.22,24996
Beans,Kharif,Odisha,Clay,1.08,27695
Sugarcane,Rabi,Odisha,Laterite,2.81,100269
Peas,Annual,Karnataka,Black,2.35,28050
Paddy,Rabi,Odisha,Clay,1.29,26955
Rice,Rabi,Madhya Pradesh,Laterite,2.41,29055
Tobacco,Rabi,Tamil Nadu,Red,0.56,57800
Garlic,Kharif,Karnataka,Laterite,1.82,50885
Banana,Rabi,Karnataka,Sandy,1.13,129260
Soybean,Rabi,Telangana,Alluvial,0.79,33382
Banana,Kharif,Odisha,Sandy,2.71,117229
Green Gram,Annual,Uttar Pradesh,Clay,1.0,21596
Peas,Annual,Andhra Pradesh,Clay,2.56,27577
Brinjal,Rabi,Tamil Nadu,Loamy,1.53,49660
Wheat,Kharif,Karnataka,Sandy,0.54,31708
Chillies,Annual,Tamil Nadu,Black,2.33,60087
Bajra,Rabi,Karnataka,Red,1.99,23256
Carrot,Rabi,Maharashtra,Loamy,1.36,29929
Sugarcane,Kharif,Telangana,Loamy,1.2,92551
Lentil,Rabi,Madhya Pradesh,Loamy,0.68,25631
Sugarcane,Annual,Maharashtra,Clay,2.85,103429
Turmeric,Kharif,Rajasthan,Alluvial,1.73,80941
Jowar,Annual,Odisha,Laterite,0.71,25772
Cotton,Annual,Rajasthan,Black,2.67,44857
Groundnut,Annual,Andhra Pradesh,Clay,1.2,36647
Brinjal,Rabi,Uttar Pradesh,Red,1.01,51004
Garlic,Rabi,Madhya Pradesh,Clay,1.2,47854
Brinjal,Annual,Maharashtra,Alluvial,1.91,49308
Turmeric,Annual,Tamil Nadu,Clay,0.69,78430
Beans,Kharif,Tamil Nadu,Clay,1.7,27822
Onion,Kharif,Andhra Pradesh,Sandy,2.74,51571
Maize,Rabi,Karnataka,Red,0.97,28184
Peas,Rabi,Tamil Nadu,Loamy,1.33,28359
Groundnut,Kharif,Odisha,Red,1.49,35840
Sesame,Annual,Uttar Pradesh,Red,1.97,24612
Wheat,Rabi,Telangana,Sandy,2.8,30713
Bajra,Annual,Odisha,Laterite,1.49,22900
Sunflower,Kharif,Uttar Pradesh,Clay,0.67,34920
Sesame,Rabi,Andhra Pradesh,Black,1.37,23321
Lentil,Rabi,Odisha,Loamy,0.98,26522
Tomato,Kharif,Telangana,Laterite,2.13,52457
Tobacco,Rabi,Telangana,Alluvial,0.57,62384
Horse Gram,Kharif,Punjab,Clay,1.23,21700
Onion,Rabi,Karnataka,Loamy,1.86,48031
Garlic,Kharif,Andhra Pradesh,Black,1.19,48941
Mustard,Rabi,Odisha,Clay,1.88,28336
Turmeric,Annual,Madhya Pradesh,Alluvial,0.79,81848
Maize,Annual,Madhya Pradesh,Sandy,2.86,28529
Peas,Annual,Andhra Pradesh,Laterite,1.23,27951
Carrot,Rabi,Odisha,Clay,2.81,30656
Soybean,Rabi,Maharashtra,Loamy,1.31,30812
Green Gram,Annual,Maharashtra,Red,2.45,21802
Carrot,Annual,Karnataka,Black,1.12,29879
Ragi,Kharif,Odisha,Clay,2.17,26169
Brinjal,Kharif,Telangana,Loamy,1.31,47740
Cotton,Kharif,Tamil Nadu,Red,1.77,43924
Sugarcane,Annual,Madhya Pradesh,Loamy,2.18,92741
Sugarcane,Annual,Odisha,Clay,1.97,99172
Tomato,Annual,Odisha,Alluvial,1.94,49395
Banana,Kharif,Tamil Nadu,Red,0.66,115011
Cabbage,Rabi,Tamil Nadu,Red,1.12,50049
Green Gram,Annual,Uttar Pradesh,Loamy,1.93,22236
Soybean,Rabi,Punjab,Sandy,0.55,33237
Ragi,Rabi,Karnataka,Clay,1.13,27611
Sesame,Rabi,Madhya Pradesh,Sandy,1.07,24247
Carrot,Kharif,Tamil Nadu,Laterite,1.12,33266
Green Gram,Rabi,Maharashtra,Alluvial,1.84,23918
Lentil,Annual,Andhra Pradesh,Sandy,1.95,24402
Bajra,Kharif,Maharashtra,Loamy,2.77,23845
Mustard,Annual,Uttar Pradesh,Clay,1.47,28071
Ragi,Annual,Uttar Pradesh,Sandy,2.82,25277
Black Gram,Kharif,Tamil Nadu,Laterite,2.13,24638
Black Gram,Annual,Uttar Pradesh,Black,2.78,24957
Beans,Annual,Telangana,Laterite,2.58,27368
Green Gram,Kharif,Rajasthan,Red,2.22,21245
Brinjal,Annual,Odisha,Clay,1.39,48337
Ragi,Rabi,Odisha,Red,1.1,26415
Ragi,Annual,Tamil Nadu,Sandy,1.06,25303
Cotton,Rabi,Uttar Pradesh,Sandy,2.88,49441
Onion,Annual,Andhra Pradesh,Laterite,2.9,48016
Brinjal,Kharif,Telangana,Laterite,2.31,46132
Lentil,Kharif,Karnataka,Loamy,2.71,24163
Banana,Annual,Uttar Pradesh,Alluvial,2.8,120813
Peas,Kharif,Telangana,Loamy,1.78,30562
Soybean,Annual,Punjab,Red,2.07,31510
Wheat,Kharif,Karnataka,Loamy,1.55,33028
Garlic,Rabi,Odisha,Laterite,1.55,48515
Sugarcane,Annual,Punjab,Clay,0.6,96526
Maize,Rabi,Tamil Nadu,Loamy,1.58,27439
Turmeric,Rabi,Madhya Pradesh,Black,2.18,79564
Soybean,Annual,Tamil Nadu,Alluvial,1.55,33269
Brinjal,Rabi,Andhra Pradesh,Laterite,2.68,50282
Ragi,Annual,Telangana,Clay,1.33,26502
Bajra,Rabi,Madhya Pradesh,Sandy,0.83,22587
Jowar,Annual,Karnataka,Loamy,2.53,25817
Lentil,Annual,Karnataka,Laterite,2.18,27445
Soybean,Kharif,Punjab,Sandy,1.1,31270
Ragi,Annual,Andhra Pradesh,Sandy,1.84,26869
Peas,Annual,Odisha,Red,1.5,27900
